"V1" "V74" "V3" "V4" "V69" "V5" "V8" "V9" "V11" "V12" "V13" "V14" "V17" "V38" "V18" "V20" "V43" "V57" "V22" "V23" "V48" "V27" "V65" "V64" "V31" "V32" "V66" "V34" "V50" "V21" "V37" "V39" "V41" "V28" "V71" "V26" "V42" "V44" "V51" "V49" "V52" "V55" "V62" "V63" "V67" "V40" "V19" "V73"
"33" 0 0 0.0340712144970894 0 0 0 0 0.0401142872869968 0 0 0.0288298763334751 0 0.00372947775758803 0.0154876541346312 0 0.0318539068102837 0 0.361295163631439 0 0.0478075593709946 0 0.168334051966667 0 0 0.0175557006150484 0 0.155791729688644 0 0 0.0899244397878647 0.272856742143631 0 0.0793604105710983 0.00290205841884017 0 0.0738953799009323 0 0.539813101291656 0 0 0.0439050234854221 0 0.390572249889374 0 0.0657659247517586 0.171507060527802 0.00361948972567916 0
"34" 0 0 0.029268529266119 0 0 0 0 0.0423614419996738 0 0 0.0284638665616512 0 0.00267394818365574 0.0150093222036958 0 0.0330257788300514 0.00102796137798578 0.358685255050659 0 0.0427965670824051 0 0.160359725356102 0 0 0.0230866800993681 0 0.150787353515625 0 0 0.0833897516131401 0.265713572502136 0 0.0774104744195938 0.00793759897351265 0 0.0694844275712967 0 0.541025102138519 0 0 0.0478625111281872 0 0.389998584985733 0 0.0643370673060417 0.176278337836266 0.00649913167580962 0
"35" 0 0 0.035003412514925 0 0 0 0 0.0433545336127281 0 0 0.0282021686434746 0 0.00350822065956891 0.0155681855976582 0 0.0296832993626595 0 0.35975968837738 0 0.0405846834182739 0 0.165144264698029 0 0 0.0150861134752631 0 0.149329349398613 0 0 0.080501064658165 0.277348309755325 0 0.0725183859467506 0.00536738848313689 0 0.0690682455897331 0 0.529936373233795 0 0.00178184441756457 0.0483308658003807 0 0.388330221176147 0 0.0639917701482773 0.170097917318344 0.00678018480539322 0
"36" 0 0 0.03270173817873 0 0 0 0 0.0441562794148922 0 0 0.0274020712822676 0 0.00170656992122531 0.0160548686981201 0 0.0282979998737574 0 0.360280394554138 0 0.0422744676470757 0 0.160593956708908 0 0 0.0190648473799229 0 0.148455575108528 0 0 0.0815131738781929 0.293231695890427 0 0.0708667635917664 0.00632438203319907 0 0.0619581378996372 0 0.509808421134949 0 0.00011056441871915 0.0470147170126438 0 0.381442010402679 0 0.0609151981770992 0.169963985681534 0.00570549536496401 0
"37" 0 0 0.0324749648571014 0 0 0 0 0.0423124507069588 0 0 0.026711069047451 0 0.00138693989720196 0.0115439025685191 0 0.0284531507641077 0.00598257221281528 0.353249579668045 0 0.0432511754333973 0 0.156895622611046 0 0 0.0204246379435062 0 0.146567091345787 0 0 0.0769795179367065 0.297506362199783 0 0.073808915913105 0.00685950974002481 0 0.0665171071887016 0 0.513561010360718 0 0 0.047088585793972 0 0.377222985029221 0 0.060241874307394 0.166439935564995 0.00375592382624745 0
"38" 0 0 0.0349725112318993 0 0 0 0 0.0460096783936024 0 0 0.0248375162482262 0 0 0.0147887347266078 0 0.0302915163338184 0.00782304536551237 0.355375856161118 0 0.0449927598237991 0 0.161241203546524 0 0 0.0191721897572279 0 0.145768105983734 0 0 0.0698223859071732 0.294382631778717 0 0.0691838189959526 0.00372580788098276 0 0.0637146756052971 0 0.522983729839325 0 0 0.0432151816785336 0 0.372416257858276 0 0.0620395243167877 0.163912415504456 0.00535999564453959 0
"39" 0 0 0.0341972298920155 0 0 0 0 0.0485207736492157 0 0 0.0237989593297243 0 0 0.0128312986344099 0 0.0369878634810448 0.00847037602216005 0.345301896333694 0 0.0493963956832886 0 0.164953172206879 0 0 0.0202206987887621 0 0.145441129803658 0 0 0.0807256475090981 0.311624884605408 0 0.080847904086113 0.00487762596458197 0 0.0637624561786652 0 0.527728617191315 0 0 0.0446719042956829 0 0.383470445871353 0 0.0576310977339745 0.163442507386208 0.00375950988382101 0
"40" 0 0 0.0334596559405327 0 0 0 0 0.0490561574697495 0 0 0.024034122005105 0 0 0.0133236059919 0 0.0388858504593372 0.00799346528947353 0.335576772689819 0 0.0480475313961506 0 0.163076996803284 0 0 0.0211046878248453 0 0.144532412290573 0 0 0.0760484859347343 0.318104386329651 0 0.0804476216435432 0.00382719514891505 0 0.0581660829484463 0 0.530275285243988 0 0 0.0409253463149071 0 0.380336046218872 0 0.0568933300673962 0.159635424613953 0.00479232799261808 0
"41" 0 0 0.0332188457250595 0 0 0 0 0.0472090020775795 0 0 0.0237133037298918 0 0 0.0132802277803421 0 0.0386816598474979 0.00389112858101726 0.339796185493469 0 0.047298189252615 0 0.165450677275658 0 0 0.0200755354017019 0 0.143072992563248 0 0 0.0686894729733467 0.309271067380905 0 0.08342145383358 0.00330476951785386 0 0.0571899823844433 0 0.526587188243866 0 0 0.0489837862551212 0 0.373837649822235 0 0.0540370307862759 0.152100056409836 0.00525755481794477 0
"42" 0 0 0.0307076405733824 0 0 0 0 0.0413983501493931 0 0 0.0257888976484537 0 0 0.0137848658487201 0 0.0400885827839375 0.00680402433499694 0.342728316783905 0 0.0428568422794342 0 0.162104859948158 0 0 0.0210638530552387 0 0.143668413162231 0 0 0.0699485912919044 0.312400996685028 0 0.0788674876093864 0.0038454185705632 0 0.0547894313931465 0 0.525118231773376 0 0 0.0496586561203003 0 0.366751879453659 0 0.0565262548625469 0.154445260763168 0.00239246967248619 0
"43" 0 0 0.0297708008438349 0 0 0 0 0.0444852747023106 0 0 0.0216096676886082 0 0 0.00917948689311743 0 0.05539146438241 0.00330895581282675 0.340292900800705 0 0.0467826798558235 0 0.163576900959015 0 0 0.020956002175808 0 0.142172962427139 0 0 0.0700474455952644 0.329576075077057 0 0.0877627581357956 0.00252310023643076 0 0.0488849841058254 0 0.532919943332672 0 0 0.0461971573531628 0 0.361304551362991 0 0.0520905256271362 0.148847162723541 0.00205960357561707 0
"44" 0 0 0.0277456399053335 0 0 0 0 0.0438679121434689 0 0 0.0229595452547073 0 0.000336253171553835 0.00949096027761698 0 0.0671304240822792 0.00384725420735776 0.344732582569122 0 0.0428671613335609 0 0.157690212130547 0 0 0.0225016251206398 0 0.144929111003876 0 0 0.0693760216236115 0.330261260271072 0 0.0789263546466827 0.00229360465891659 0 0.0479271858930588 0 0.518969416618347 0 0 0.0514413863420486 0 0.363990932703018 0 0.054085299372673 0.152531892061234 0.00364614254795015 0
"45" 0 0 0.0280383042991161 0 0 0 0 0.0417739860713482 0 0 0.0224754102528095 0 0.000337850768119097 0.0133018922060728 0 0.0754107087850571 0.0093806479126215 0.329581081867218 0 0.0376870036125183 0 0.15534795820713 0 0 0.0186416618525982 0 0.1450185328722 0 0 0.0678130090236664 0.321080446243286 0 0.0728444084525108 0 0 0.0487688966095448 0 0.51466315984726 0 0 0.0505930930376053 0 0.360951751470566 0 0.0529787391424179 0.14885701239109 0.00314745190553367 0
"46" 0 0 0.0271187163889408 0 0 0 0 0.0423382110893726 0 0 0.0226296652108431 0 0 0.0139069566503167 0 0.0742832720279694 0.00756153417751193 0.327329039573669 0 0.0377071388065815 0 0.15377676486969 0 0 0.0212495364248753 0 0.145465865731239 0 0 0.0729526281356812 0.315378069877625 0 0.0737486034631729 0 0 0.0498747639358044 0 0.514526307582855 0 0 0.0523022785782814 0 0.359726279973984 0 0.0578433685004711 0.148965448141098 0.00229508243501186 0
"47" 0 0 0.02499327249825 0 0 0 0 0.0377890206873417 0 0 0.0221967548131943 0 0.00367439817637205 0.0100587382912636 0 0.0673194080591202 0.004801738075912 0.311536848545074 0 0.0344012081623077 0 0.151821807026863 0 0 0.0192519519478083 0 0.135981366038322 0 0 0.065566249191761 0.303341060876846 0 0.0651447474956512 0 0 0.0516346357762814 0 0.505475640296936 0 0 0.0507383272051811 0 0.357446014881134 0 0.055776983499527 0.153756678104401 0 0
"48" 0 0 0.0232743863016367 0 0 0 0 0.0353138484060764 0 0 0.0190195366740227 0 0.00353272492066026 0.0088071022182703 0 0.072866827249527 0.00360618298873305 0.310613214969635 0 0.0336993560194969 0 0.149367049336433 0 0 0.0201764851808548 0 0.141035258769989 0 0 0.0664828568696976 0.30421307682991 0 0.0656353607773781 0 0 0.0510737076401711 0 0.497026950120926 0 0 0.0474346876144409 0 0.359326988458633 0 0.0521846227347851 0.158870011568069 0 0
"49" 0 0 0.0238496754318476 0 0 0 0 0.0350661128759384 0 0 0.0205404814332724 0 0.000794191844761372 0.013166505843401 0 0.069025069475174 0.00792913418263197 0.298862904310226 0 0.0299711339175701 0 0.144855633378029 0 0 0.0184671860188246 0 0.127841159701347 0 0 0.0616755709052086 0.297672420740128 0 0.056165985763073 0.00284018414095044 0 0.0525030940771103 0 0.469513297080994 0 0 0.042267519980669 0 0.348610162734985 0 0.0555613040924072 0.155485302209854 0.00174205249641091 0
"50" 0 0 0.0207334030419588 0 0 0 0 0.0304929912090302 0 0 0.0201100185513496 0 0 0.0123665798455477 0 0.0733830258250237 0.0073551032692194 0.327703088521957 0 0.0242557507008314 0 0.139451429247856 0 0 0.0196955278515816 0 0.12773010134697 0 0 0.0564101934432983 0.298838287591934 0 0.0478185191750526 0.00572966365143657 0 0.0486699230968952 0 0.466373205184937 0 0 0.0414419695734978 0 0.338649213314056 0 0.057756032794714 0.156176045536995 0.00260123377665877 0
"51" 0 0 0.0240146871656179 0 0 0 0 0.0308115817606449 0 0 0.0216729622334242 0 0 0.0146724805235863 0 0.0692833811044693 0.00912773329764605 0.293401539325714 0 0.0224402695894241 0 0.136543855071068 0 0 0.0174796804785728 0 0.12995670735836 0 0 0.0501567311584949 0.291260361671448 0 0.0464928448200226 0.00274560553953052 0 0.053126223385334 0 0.465809673070908 0 0 0.0438810586929321 0 0.336731374263763 0 0.0607983469963074 0.157755628228188 0.00293276784941554 0
"52" 0 0 0.0221926793456078 0 0 0 0 0.0290740039199591 0 0 0.0222462248057127 0 0 0.0111191319301724 0 0.0706299394369125 0.00342191685922444 0.286324888467789 0 0.0241982452571392 0 0.138125449419022 0 0 0.0154079962521791 0 0.135025888681412 0 0 0.0494586601853371 0.295594841241837 0 0.0567200779914856 0.00475473189726472 0 0.0496326945722103 0 0.464031726121902 0.000634661118965596 0 0.037680197507143 0 0.339102625846863 0 0.0605415068566799 0.15316991508007 0.00174938654527068 0
"53" 0 0 0.0249854940921068 0 0 0 0 0.0271026343107224 0 0 0.0228447653353214 0 0 0.0155686512589455 0 0.0681683793663979 0.00586583046242595 0.296714544296265 0 0.0198474656790495 0 0.141985327005386 0 0 0.0199396014213562 0 0.127976641058922 0 0 0.0460639297962189 0.305941224098206 0 0.0536870546638966 0.00461512710899115 0 0.0468216873705387 0 0.46077972650528 0.0195399653166533 0 0.0391973219811916 0 0.342592000961304 0 0.055440180003643 0.148903787136078 0.00296131777577102 0
