"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82"
"1" 0 0 0 0 0.0269866902381182 0 0.0153682008385658 0 0 0.0374582223594189 0.0235426761209965 0.0522684380412102 0 0.00159765512216836 0 0.126931726932526 0.0122969830408692 0.051908016204834 0.00501479580998421 0 0.00989313703030348 0.0356816947460175 0 0 0.0221705120056868 0 0 0 0.00903429836034775 0.00232162210159004 0 0.00134493492078036 0 0 0 0 0.0993620380759239 0.284467428922653 0.0125936595723033 0.0175259839743376 0 0.210628569126129 0.0546051897108555 0.00427761347964406 0.00604064529761672 0.0658455565571785 0.0301072597503662 0.0722328349947929 0 0 0.00824063271284103 0 0.266351282596588 0 0.00903703924268484 0 0 0 0 0.0302263479679823 0 0 0 0 0.0619984492659569 0 0.658147513866425 0 0.0296703726053238 0 0 0 0 0 0.0170787125825882 0.124070659279823 0 0.0197273064404726 0.114607535302639 0.0162635017186403 0.00445214146748185 0.0230597835034132
"2" 0 0 0 0 0.0243608839809895 0 0.0195506904274225 0.00918814726173878 0 0.0383884906768799 0.0299630351364613 0.0519593432545662 0 0.0246603656560183 0 0.123547598719597 0.0127016631886363 0.0393415950238705 0 0 0.00871832668781281 0.0309254787862301 0 0 0.0168938972055912 0 0 0 0.0257778018712997 0 0.00707315001636744 0.00580645399168134 0 0 0 0 0.110264971852303 0.226087644696236 0.00819900631904602 0.0186043381690979 0 0.180636152625084 0.0464118048548698 0.00432488415390253 0 0.0456376038491726 0.0303946807980537 0.048536017537117 0 0 0 0 0.241476774215698 0 0.00222105113789439 0 0 0 0 0.0364702716469765 0 0 0 0 0.0619465708732605 0 0.548989176750183 0 0.0281396005302668 0 0 0 0 0 0 0.0875543206930161 0 0 0.107351340353489 0.0116233015432954 0 0.00268893525935709
"3" 0 0 0 0 0.033041063696146 0 0.00265137990936637 0 0 0.0343166291713715 0.0238294415175915 0.0545902587473392 0 0.00644974084571004 0 0.123604968190193 0.011922194622457 0.0456318855285645 0 0 0.0101781971752644 0.0336838327348232 0 0 0.0204293131828308 0 0 0 0.0149106690660119 0 0 0.00105464237276465 0 0 0 0 0.101845748722553 0.272595703601837 0.0139348283410072 0.0255687665194273 0 0.195008724927902 0.052704818546772 0.00470297178253531 0.00268687750212848 0.0586194396018982 0.0279175285249949 0.0624571219086647 0 0 0 0 0.259779036045074 0 0.00910671800374985 0 0 0 0 0.0308594163507223 0 0 0 0 0.0590588785707951 0 0.636597692966461 0.000512908445671201 0.0279271472245455 0 0 0 0 0 0.0266880318522453 0.118622846901417 0 0.0130796022713184 0.117661483585835 0.0137705290690064 0 0.00868344306945801
"4" 0 0 0 0 0.0271218754351139 0 0.0050776363350451 0 0 0.0369317978620529 0.0260103791952133 0.0523168034851551 0 0.00580510264262557 0 0.125285252928734 0.01471948903054 0.0472625941038132 0 0 0.0106146587058902 0.0342121832072735 0 0 0.0190878007560968 0 0 0 0.0142338741570711 0.00189211929682642 0 0.000182275660336018 0 0 0 0 0.10179353505373 0.260364085435867 0.012841840274632 0.0199008490890265 0 0.198913618922234 0.0533662438392639 0.00572455395013094 0.00411210348829627 0.0624615028500557 0.0280642900615931 0.074604831635952 0 0 0.000742440286558121 0 0.260774374008179 0 0.00421929312869906 0 0 0 0 0.0241389591246843 0 0 0 0 0.0655315145850182 0 0.623643934726715 0.00339344260282815 0.0237973760813475 0 0 0 0 0 0.0313493423163891 0.119094200432301 0 0.0131387654691935 0.12343955039978 0.0159308351576328 0 0.0192318335175514
"5" 0 0 0 0 0.0298534613102674 0 0.00327444053255022 0 0 0.0423123277723789 0.0280692353844643 0.0543670319020748 0 0.00801909063011408 0 0.118282914161682 0.0118103632703424 0.0457957573235035 0 0 0.0103834122419357 0.0348501242697239 0 0 0.0191709231585264 0 0 0 0.0187371931970119 0.00245987647213042 0 0.0021663608495146 0 0 0 0 0.0996081754565239 0.260990053415298 0.0127315893769264 0.0287936087697744 0 0.194749355316162 0.054368894547224 0.00513447588309646 0.00268794666044414 0.059219129383564 0.029082028195262 0.0720054879784584 0 0.0024210091214627 0.00127110676839948 0 0.262724906206131 0 0.0106953075155616 0 0 0 0 0.026866128668189 0 0 0 0 0.0664479434490204 0 0.630789160728455 0.00322935450822115 0.0264107789844275 0 0 0 0 0 0.0254480745643377 0.115215748548508 0 0.0108697265386581 0.126645147800446 0.0163594391196966 0 0.0187420342117548
"6" 0 0 0 0 0.0324236527085304 0 0.00123256328515708 0 0 0.0371495485305786 0.028509683907032 0.0566564947366714 0 0.00823254138231277 0 0.117764942348003 0.0130583820864558 0.0451869927346706 0 0 0.0091558089479804 0.0327722504734993 0 0 0.0174787659198046 0 0 0 0.0164021626114845 0.00508851278573275 0 0.00226922216825187 0 0 0 0 0.10173624008894 0.261905312538147 0.0139156617224216 0.0294643864035606 0 0.190337419509888 0.0499931946396828 0.00707586156204343 0.00139475148171186 0.0594450198113918 0.0299858208745718 0.0643468424677849 0 0 0 0 0.244472593069077 0 0.0157749224454165 0 0 0 0 0.0294060651212931 0 0 0 0 0.0649316310882568 0 0.627911984920502 0.000877543061506003 0.0212347693741322 0 0 0 0 0 0.0358687601983547 0.113884896039963 0 0.00832229573279619 0.127100616693497 0.0166155360639095 0 0.0186324063688517
"7" 0 0 0 0 0.0235179457813501 0 0.00646345783025026 0 0 0.039641484618187 0.0263489559292793 0.0530957579612732 0 0.00901425536721945 0 0.11570680886507 0.0111140012741089 0.0447929203510284 0 0 0.0115224299952388 0.0334652252495289 0 0 0.0158036109060049 0 0 0 0.0157642420381308 0.00317518366500735 0 0.004132398404181 0 0 0 0 0.101796850562096 0.262999892234802 0.0128113077953458 0.0254729427397251 0 0.193305999040604 0.0547436736524105 0.00784947909414768 0.000413299567298964 0.0593881271779537 0.0304241701960564 0.0721174404025078 0 2.65767866949318e-05 0 0 0.249677553772926 0 0.0103871952742338 0 0 0 0 0.0309186577796936 0 0 0 0 0.0646588131785393 0 0.616736054420471 0.000170350424014032 0.017416013404727 0 0 0 0 0 0.0349366925656796 0.112380564212799 0 0.0115750962868333 0.130855411291122 0.012760354205966 0 0.0183489173650742
"8" 0 0 0 0 0.0261441916227341 0 0.00707533117383718 0 0 0.0449246466159821 0.0267767813056707 0.0572066083550453 0 0.0102191660553217 0 0.11278335750103 0.0103556010872126 0.0459828600287437 0 0 0.00977557897567749 0.0304821711033583 0 0 0.0203442648053169 0 0 0.000525922514498234 0.0165355745702982 0.00630743755027652 0 0.002318792976439 0 0 0 0 0.10434827953577 0.259658306837082 0.0138939311727881 0.0212326422333717 0 0.196366026997566 0.0516547746956348 0.00763175776228309 0.00288997474126518 0.0598958246409893 0.0296934191137552 0.0681868717074394 0 0 0 0 0.251304894685745 0 0.0111081684008241 0 0 0 0 0.0292867682874203 0 0 0 2.86589565803297e-05 0.0636164024472237 0 0.603166460990906 0.0010625971481204 0.0176444686949253 0 0 0 0 0 0.0359323844313622 0.111993528902531 0 0.00997539516538382 0.12933674454689 0.0113622425124049 0 0.0198051612824202
"9" 0 0 0 0 0.027231564745307 0 0.00725438399240375 0 0 0.0374190732836723 0.0242041312158108 0.0579251684248447 0 0.0097685232758522 0 0.111917227506638 0.0119083039462566 0.0466497838497162 0 0 0.0105798114091158 0.0298646744340658 0 0 0.0185074415057898 0 0 0 0.0183826200664043 0.00568076735362411 0 0.00464393151924014 0 0 0 0 0.104091763496399 0.248241394758224 0.0159597788006067 0.0258554704487324 0 0.192085027694702 0.0523856841027737 0.00958274304866791 0.000733455817680806 0.0589396990835667 0.0339709967374802 0.0678186789155006 0 0.00201440555974841 0.00108059775084257 0 0.243549302220345 0 0.0082334503531456 0 0 0 0 0.0305084213614464 0 0 0 0 0.0645323470234871 0 0.625693380832672 0 0.017236752435565 0 0 0 0 0 0.0344815030694008 0.110748372972012 0 0.00887408386915922 0.139889091253281 0.0126293329522014 0 0.0261303894221783
"10" 0 0 0 0 0.0254747904837132 0 0.0157524514943361 0 0 0.0406773872673512 0.0254349578171968 0.0584764145314693 0 0.0113666346296668 0 0.102812625467777 0.00715516367927194 0.0474500767886639 0 0 0.00753687880933285 0.0293694585561752 0 0 0.0170918554067612 0 0 0.00193215173203498 0.0202021263539791 0.0056874118745327 0 0.00564558617770672 0 0 0 0 0.10535254329443 0.250800251960754 0.0157780162990093 0.0259397346526384 0 0.195758625864983 0.0543301142752171 0.00755405006930232 7.16791873855982e-06 0.0545491948723793 0.0396229140460491 0.0640973597764969 0 0 0 0 0.243498772382736 0 0.0119197564199567 0 0 0 0 0.0271158963441849 0 0 0 0 0.0606682002544403 0 0.623764097690582 0 0.0159565098583698 0 0 0 0 0 0.0343190096318722 0.111837588250637 0 0.00731332274153829 0.136886522173882 0.0111627848818898 0 0.017747774720192
"11" 0 0 0 0 0.0287453103810549 0 0.0126336459070444 0 0 0.0381884500384331 0.02526980265975 0.0568151623010635 0 0.0115709220990539 0 0.0972139239311218 0.0104067558422685 0.0460972413420677 0 0 0.0081475330516696 0.0284653231501579 0 0 0.0181103516370058 0 0 0.000228204065933824 0.0206074900925159 0.00384672195650637 0 0.00526874791830778 0 0 0 0 0.107959620654583 0.233586221933365 0.0180555004626513 0.0271318312734365 0 0.186469569802284 0.0546901673078537 0.00662624603137374 0 0.0557907111942768 0.0415437109768391 0.0615285076200962 0 0.00454360619187355 0 0 0.251275807619095 0 0.0112141193822026 0 0 0 0 0.0280798524618149 0 0 0 0 0.0518872737884521 0 0.627548515796661 0.00118021201342344 0.0193536300212145 0 0 0 0 0 0.0340131558477879 0.113824188709259 0 0.00921117607504129 0.133518546819687 0.0107306940481067 0 0.0160760264843702
"12" 0 0 0 0 0.0270355492830276 0 0.0137912956997752 0 0 0.037074439227581 0.0251649022102356 0.0592226162552834 0 0.0110662216320634 0 0.101397022604942 0.0112107023596764 0.0487227812409401 0 0 0.00709558976814151 0.026113698258996 0 0 0.0218283664435148 0 0 0.000437152397353202 0.0183232761919498 0.00792896281927824 0 0.00706468941643834 0 0 0 0 0.108645759522915 0.2386624366045 0.0152839571237564 0.025802556425333 0 0.192289367318153 0.0464269556105137 0.00700818048790097 0 0.0517554506659508 0.0383498631417751 0.0629250928759575 0 0.00164406723342836 0 0 0.251470029354095 0 0.0123319886624813 0 0 0 0 0.0280914101749659 0 0 0 0 0.0541919395327568 0 0.62645560503006 0.000736297806724906 0.0190082360059023 0 0 0 0 0 0.0355662330985069 0.107694864273071 0 0.00790084898471832 0.141512975096703 0.0106879863888025 0 0.0176527108997107
"13" 0 0 0 0 0.0274539962410927 0 0.0178720057010651 0 0 0.0354061387479305 0.0230824463069439 0.0601972527801991 0 0.0103324027732015 0 0.0977233797311783 0.00905653927475214 0.0474016852676868 0 0 0.00819438695907593 0.0260420925915241 0 0 0.0211313143372536 0 0 0.000130459797219373 0.0198133494704962 0.00713468715548515 0 0.00354282138869166 0 0 0 0 0.104853667318821 0.246577754616737 0.0159064140170813 0.0242018215358257 0 0.191806271672249 0.049618061631918 0.00603694608435035 0 0.0564095489680767 0.038114570081234 0.0679407268762589 0 0.0020474293269217 0.000804314506240189 0 0.255055874586105 0 0.0109044751152396 0 0 0 0 0.0276430230587721 0 0 0 0 0.0547101236879826 0 0.64068216085434 0 0.0210654120892286 0 0 0 0 0 0.0353034809231758 0.109120883047581 0 0.0068508991971612 0.14488697052002 0.0109771331772208 0 0.0184586998075247
"14" 0 0 0 0 0.0277020893990993 0 0.0202264133840799 0 0 0.034499641507864 0.0246148239821196 0.06168307736516 0 0.00974320527166128 0 0.0933181867003441 0.0133206518366933 0.0484754033386707 0 0 0.00732672261074185 0.0263277441263199 0 0 0.0254154801368713 0 0 0 0.0202699992805719 0.00742775620892644 0 0.00152401986997575 0 0 0 0 0.102478764951229 0.258130550384521 0.0189290195703506 0.023237369954586 0 0.18827760219574 0.0495540611445904 0.00612610252574086 0 0.0553240813314915 0.033902931958437 0.0570225492119789 0 0 0 0 0.251519322395325 0 0.0149249034002423 0 0 0 0 0.0281880740076303 0 0 0 0 0.0559855774044991 0 0.628844559192657 2.74366811936488e-05 0.0136461835354567 0 0 0 0 0 0.029466325417161 0.106541760265827 0 0.0089474692940712 0.150926396250725 0.0101736821234226 0 0.0195792764425278
